x,test_data,pred1,pred2,threshold
0,2.035337591,2.035337591,2.035337591,1.4
1,2.025140246,2.025140246,2.025140246,1.4
2,2.013326371,2.013326371,2.013326371,1.4
3,2.013284666,2.013284666,2.013284666,1.4
4,2.000528338,2.000528338,2.000528338,1.4
5,2.013899076,2.013899076,2.013899076,1.4
6,2.013101106,2.013101106,2.013101106,1.4
7,1.968789826,1.968789826,1.968789826,1.4
8,1.968166176,1.968166176,1.968166176,1.4
9,1.957230792,1.957230792,1.957230792,1.4
10,1.945599151,1.945599151,1.945599151,1.4
11,1.934750504,1.934750504,1.934750504,1.4
12,1.923279954,1.923279954,1.923279954,1.4
13,1.911889931,1.911889931,1.911889931,1.4
14,1.901066714,1.901066714,1.901066714,1.4
15,1.889198995,1.889198995,1.889198995,1.4
16,1.878278372,1.878278372,1.878278372,1.4
17,1.867569716,1.906169176,1.916442871,1.4
18,1.867589257,1.901688099,1.906169176,1.4
19,1.979626548,1.897610426,1.89645803,1.4
20,1.957549908,1.891505122,1.887947083,1.4
21,1.945815017,1.886364102,1.894709468,1.4
22,1.924246112,1.88127923,1.898781538,1.4
23,1.945981133,1.87597537,1.897536993,1.4
24,1.901407931,1.870224953,1.897176981,1.4
25,1.878674214,1.863740563,1.901255846,1.4
26,1.868306133,1.857506514,1.899200678,1.4
27,1.856024407,1.851222396,1.887248397,1.4
28,1.845199796,1.844696522,1.87688911,1.4
29,1.857228891,1.838797331,1.867354631,1.4
30,1.924776089,1.833698511,1.857269406,1.4
31,1.882231753,1.829293847,1.848257184,1.4
32,1.855276688,1.824680209,1.853846312,1.4
33,1.839250892,1.820326686,1.85696578,1.4
34,1.818539607,1.814823151,1.855160475,1.4
35,1.813477006,1.809319973,1.852542877,1.4
36,1.797101845,1.803770661,1.848132372,1.4
37,1.781004629,1.798162222,1.838042259,1.4
38,1.771013042,1.792364597,1.823207974,1.4
39,1.760471245,1.786488295,1.807514906,1.4
40,1.750291379,1.780435324,1.795341015,1.4
41,1.739492504,1.774313927,1.781819105,1.4
42,1.754676655,1.768161535,1.769906878,1.4
43,1.765939094,1.762010455,1.760405302,1.4
44,1.733788742,1.755810142,1.755764246,1.4
45,1.713325912,1.749637365,1.753890276,1.4
46,1.702407781,1.743483067,1.745380878,1.4
47,1.823719462,1.737170935,1.734285831,1.4
48,1.808128405,1.730778217,1.721596479,1.4
49,1.775761095,1.724265456,1.728886366,1.4
50,1.744740984,1.717658281,1.73374629,1.4
51,1.729207034,1.710970402,1.728245854,1.4
52,1.708108655,1.704084754,1.724577546,1.4
53,1.697595424,1.697162747,1.720978618,1.4
54,1.682063452,1.690130353,1.715045094,1.4
55,1.671476832,1.683019042,1.70219481,1.4
56,1.660759139,1.67570734,1.68891561,1.4
57,1.651121015,1.66830337,1.678698897,1.4
58,1.640134926,1.660810351,1.668400884,1.4
59,1.629199942,1.653199911,1.656645656,1.4
60,1.60884963,1.64549911,1.647298932,1.4
61,1.60352449,1.637610555,1.63949573,1.4
62,1.598971214,1.629657149,1.63220942,1.4
63,1.587627312,1.621579885,1.622496486,1.4
64,1.582971974,1.613298535,1.613578916,1.4
65,1.567137637,1.605683088,1.600804567,1.4
66,1.561344614,1.59877038,1.58977294,1.4
67,1.551171189,1.591965914,1.578454971,1.4
68,1.540674161,1.585221052,1.569027066,1.4
69,1.525313874,1.578505039,1.559634566,1.4
70,1.530157032,1.57188952,1.550353527,1.4
71,1.524656683,1.565373302,1.540379047,1.4
72,1.514549299,1.558944941,1.532524347,1.4
73,1.509391505,1.552507162,1.525027752,1.4
74,1.503997433,1.546162724,1.517113924,1.4
75,1.493520192,1.539822936,1.50935483,1.4
76,1.487632302,1.533548474,1.502686977,1.4
77,1.530287621,1.527264595,1.495627761,1.4
78,1.504076009,1.521076202,1.488783121,1.4
79,1.488759361,1.515020013,1.488873124,1.4
80,1.478277929,1.509000301,1.485132694,1.4
81,1.478459982,1.503086567,1.478760481,1.4
82,1.473214845,1.497284889,1.47245121,1.4
83,1.467516494,1.491531134,1.468242168,1.4
84,1.451629266,1.485872507,1.463826418,1.4
85,1.451923772,1.480271339,1.458254576,1.4
86,1.447148469,1.474764705,1.450957775,1.4
87,1.446853811,1.469276786,1.446245909,1.4
88,1.441674193,1.463869333,1.440952778,1.4
89,1.593586659,1.458543897,1.436543345,1.4
90,1.546390238,1.45325315,1.432854891,1.4
91,1.514705592,1.448008776,1.45012784,1.4
92,1.498978608,1.442811847,1.460382819,1.4
93,1.483111075,1.437669396,1.459395409,1.4
94,1.472966483,1.432567477,1.460420132,1.4
95,1.46276044,1.427548647,1.458540082,1.4
96,1.451836468,1.422606587,1.456890106,1.4
97,1.446867064,1.417714953,1.450139999,1.4
98,1.441380399,1.412912846,1.442171812,1.4
99,1.431210745,1.408142686,1.436947584,1.4
100,1.426024718,1.403452039,1.43061173,1.4
101,1.42048765,1.398773074,1.425327897,1.4
102,1.420700623,1.394132853,1.424087048,1.4
103,1.452255804,1.389616013,1.420588374,1.4
104,1.431557633,1.385089993,1.422341824,1.4
105,1.415015751,1.380613089,1.42272377,1.4
106,1.409731151,1.376194239,1.423115969,1.4
107,1.404917318,1.371843934,1.413952827,1.4
108,1.395164297,1.367558122,1.407136321,1.4
109,1.394534383,1.363299608,1.401817203,1.4
110,1.389317118,1.359096766,1.39603579,1.4
111,1.383837947,1.35500288,1.390087008,1.4
112,1.373681424,1.350929737,1.38451004,1.4
113,1.378605989,1.346863747,1.37967205,1.4
114,1.37376003,1.342850924,1.3738693,1.4
115,1.368258058,1.338906646,1.370182276,1.4
116,1.363302404,1.335047126,1.367337704,1.4
117,1.358096614,1.331184506,1.363602161,1.4
118,1.353269091,1.3273772,1.360565424,1.4
119,1.384160574,1.32362318,1.356246948,1.4
120,1.405146779,1.319904566,1.352543354,1.4
121,1.378719023,1.316302896,1.351939917,1.4
122,1.368265778,1.312702775,1.354768276,1.4
123,1.35731513,1.309464931,1.353266239,1.4
124,1.352493464,1.306442022,1.350425363,1.4
125,1.347409915,1.303524256,1.34740603,1.4
126,1.337007513,1.300679684,1.345004559,1.4
127,1.331235297,1.297899127,1.341265082,1.4
128,1.325930378,1.29520154,1.335793376,1.4
129,1.321578744,1.292606235,1.33053565,1.4
130,1.321225074,1.290100336,1.326082468,1.4
131,1.31564853,1.287644982,1.321282268,1.4
132,1.32090257,1.285268188,1.318347216,1.4
133,1.347432877,1.282958627,1.315316677,1.4
134,1.326012807,1.280727148,1.314109564,1.4
135,1.310118678,1.278546095,1.316779375,1.4
136,1.305216202,1.276425481,1.31524694,1.4
137,1.300406195,1.274398088,1.310786724,1.4
138,1.300235736,1.272437572,1.306456327,1.4
139,1.289506672,1.270558119,1.302907348,1.4
140,1.279253057,1.268731952,1.299331784,1.4
141,1.279207817,1.266965151,1.29443121,1.4
142,1.274036761,1.26525712,1.289363742,1.4
143,1.274127392,1.263626575,1.285510302,1.4
144,1.263763943,1.262048602,1.281779289,1.4
145,1.258137369,1.260496616,1.278696775,1.4
146,1.253259864,1.259018183,1.275570869,1.4
147,1.253231332,1.257580042,1.272319198,1.4
148,1.248087496,1.256188631,1.268957376,1.4
149,1.253435428,1.254827261,1.26535964,1.4
150,1.289804877,1.253517389,1.261801958,1.4
151,1.263540202,1.2523036,1.258522868,1.4
152,1.247976171,1.251073122,1.260403633,1.4
153,1.232120288,1.24989295,1.259364367,1.4
154,1.227113767,1.24876523,1.255819082,1.4
155,1.221739758,1.247691631,1.251864552,1.4
156,1.211102679,1.246658921,1.248065233,1.4
157,1.205615977,1.245644331,1.24377203,1.4
158,1.200893626,1.244699478,1.23805356,1.4
159,1.190590399,1.243772149,1.232873559,1.4
160,1.185179251,1.242870927,1.228994608,1.4
161,1.179670682,1.24200201,1.224355102,1.4
162,1.174595284,1.241145968,1.220230341,1.4
163,1.153818332,1.240329266,1.216879129,1.4
164,1.164400956,1.239515543,1.213875771,1.4
165,1.158797495,1.238727212,1.209077716,1.4
166,1.174974883,1.237955689,1.205173254,1.4
167,1.185675233,1.237239838,1.201730728,1.4
