x,test_data,pred1,pred2,threshold
0,1.855004521,1.855004521,1.855004521,1.4
1,1.843195532,1.843195532,1.843195532,1.4
2,1.839601842,1.839601842,1.839601842,1.4
3,1.830673604,1.830673604,1.830673604,1.4
4,1.832700207,1.832700207,1.832700207,1.4
5,1.828528885,1.828528885,1.828528885,1.4
6,1.82120119,1.82120119,1.82120119,1.4
7,1.815170011,1.815170011,1.815170011,1.4
8,1.804298052,1.804298052,1.804298052,1.4
9,1.82310023,1.82310023,1.82310023,1.4
10,1.812125352,1.812125352,1.812125352,1.4
11,1.804691638,1.804691638,1.804691638,1.4
12,1.79084435,1.79084435,1.79084435,1.4
13,1.783470723,1.783470723,1.783470723,1.4
14,1.780938613,1.780938613,1.780938613,1.4
15,1.77120904,1.77120904,1.77120904,1.4
16,1.7686304,1.7686304,1.7686304,1.4
17,1.75363048,1.764638543,1.769343376,1.4
18,1.746219742,1.759764671,1.764638543,1.4
19,1.737664734,1.754682899,1.758234978,1.4
20,1.731516674,1.749901891,1.751774788,1.4
21,1.708594989,1.745151997,1.74506104,1.4
22,1.711469957,1.740243435,1.73862195,1.4
23,1.707502137,1.735370159,1.729857922,1.4
24,1.749238206,1.73052156,1.723126173,1.4
25,1.732769715,1.726421833,1.715966582,1.4
26,1.722231333,1.72138238,1.716748834,1.4
27,1.711846299,1.716407537,1.713018894,1.4
28,1.699267835,1.711436629,1.70970118,1.4
29,1.694036644,1.70677042,1.704568148,1.4
30,1.681902708,1.702237368,1.697872639,1.4
31,1.676977062,1.697551489,1.692870378,1.4
32,1.665522931,1.693129897,1.686833382,1.4
33,1.657192458,1.688693523,1.681829453,1.4
34,1.648224156,1.684208989,1.674760461,1.4
35,1.63877015,1.679768085,1.667925119,1.4
36,1.627648691,1.675333142,1.660718679,1.4
37,1.622153702,1.670948386,1.653725982,1.4
38,1.614006651,1.666561723,1.645699501,1.4
39,1.676051615,1.662218571,1.638808489,1.4
40,1.649300643,1.657889247,1.631575346,1.4
41,1.632382992,1.653622985,1.63534987,1.4
42,1.616415972,1.649318695,1.630706668,1.4
43,1.610902838,1.645046234,1.627109766,1.4
44,1.595463869,1.640812159,1.620594382,1.4
45,1.72670744,1.636592269,1.613276601,1.4
46,1.716567392,1.632417917,1.60641551,1.4
47,1.695823557,1.628239274,1.620203853,1.4
48,1.677778319,1.624091864,1.627114415,1.4
49,1.66065869,1.619964004,1.633381367,1.4
50,1.666410927,1.615854621,1.634584665,1.4
51,1.646833617,1.611763239,1.630708933,1.4
52,1.625763993,1.607690454,1.631703258,1.4
53,1.612157741,1.60361433,1.630126476,1.4
54,1.605736682,1.599562883,1.628190875,1.4
55,1.673645315,1.595535278,1.623809934,1.4
56,1.640434857,1.591542482,1.619328499,1.4
57,1.613265332,1.587545872,1.622173786,1.4
58,1.592096432,1.583579302,1.620218039,1.4
59,1.586601182,1.579633832,1.617294788,1.4
60,1.580076649,1.575681567,1.610189438,1.4
61,1.564173295,1.571727157,1.602386832,1.4
62,1.555618272,1.56781888,1.59980011,1.4
63,1.540204528,1.563892961,1.590973377,1.4
64,1.532161302,1.559984088,1.582478762,1.4
65,1.53162324,1.556093574,1.571703196,1.4
66,1.522259595,1.55221951,1.561321735,1.4
