x,test_data,pred1,pred2,threshold,seed_0_fixed,seed_1_fixed,seed_2_fixed,seed_3_fixed,seed_4_fixed,seed_0_moving,seed_1_moving,seed_2_moving,seed_3_moving,seed_4_moving
0,1.856487421,1.856487421,1.856487421,1.4,1.856487421,1.856487421,1.856487421,1.856487421,1.856487421,1.856487421,1.856487421,1.856487421,1.856487421,1.856487421
1,1.84632725,1.84632725,1.84632725,1.4,1.84632725,1.84632725,1.84632725,1.84632725,1.84632725,1.84632725,1.84632725,1.84632725,1.84632725,1.84632725
2,1.835349194,1.835349194,1.835349194,1.4,1.835349194,1.835349194,1.835349194,1.835349194,1.835349194,1.835349194,1.835349194,1.835349194,1.835349194,1.835349194
3,1.835262528,1.835262528,1.835262528,1.4,1.835262528,1.835262528,1.835262528,1.835262528,1.835262528,1.835262528,1.835262528,1.835262528,1.835262528,1.835262528
4,1.834645508,1.834645508,1.834645508,1.4,1.834645508,1.834645508,1.834645508,1.834645508,1.834645508,1.834645508,1.834645508,1.834645508,1.834645508,1.834645508
5,1.83566166,1.83566166,1.83566166,1.4,1.83566166,1.83566166,1.83566166,1.83566166,1.83566166,1.83566166,1.83566166,1.83566166,1.83566166,1.83566166
6,1.835146143,1.835146143,1.835146143,1.4,1.835146143,1.835146143,1.835146143,1.835146143,1.835146143,1.835146143,1.835146143,1.835146143,1.835146143,1.835146143
7,1.825756791,1.825756791,1.825756791,1.4,1.825756791,1.825756791,1.825756791,1.825756791,1.825756791,1.825756791,1.825756791,1.825756791,1.825756791,1.825756791
8,1.824773853,1.824773853,1.824773853,1.4,1.824773853,1.824773853,1.824773853,1.824773853,1.824773853,1.824773853,1.824773853,1.824773853,1.824773853,1.824773853
9,1.824613268,1.824613268,1.824613268,1.4,1.824613268,1.824613268,1.824613268,1.824613268,1.824613268,1.824613268,1.824613268,1.824613268,1.824613268,1.824613268
10,1.824619553,1.824619553,1.824619553,1.4,1.824619553,1.824619553,1.824619553,1.824619553,1.824619553,1.824619553,1.824619553,1.824619553,1.824619553,1.824619553
11,1.814201936,1.814201936,1.814201936,1.4,1.814201936,1.814201936,1.814201936,1.814201936,1.814201936,1.814201936,1.814201936,1.814201936,1.814201936,1.814201936
12,1.813752158,1.813752158,1.813752158,1.4,1.813752158,1.813752158,1.813752158,1.813752158,1.813752158,1.813752158,1.813752158,1.813752158,1.813752158,1.813752158
13,1.813440491,1.813440491,1.813440491,1.4,1.813440491,1.813440491,1.813440491,1.813440491,1.813440491,1.813440491,1.813440491,1.813440491,1.813440491,1.813440491
14,1.802598004,1.802598004,1.802598004,1.4,1.802598004,1.802598004,1.802598004,1.802598004,1.802598004,1.802598004,1.802598004,1.802598004,1.802598004,1.802598004
15,1.8021069,1.8021069,1.8021069,1.4,1.8021069,1.8021069,1.8021069,1.8021069,1.8021069,1.8021069,1.8021069,1.8021069,1.8021069,1.8021069
16,1.802579501,1.802579501,1.802579501,1.4,1.802579501,1.802579501,1.802579501,1.802579501,1.802579501,1.802579501,1.802579501,1.802579501,1.802579501,1.802579501
17,1.803068314,1.790749002,1.790749002,1.4,1.792590499,1.789083362,1.784806013,1.793914795,1.793350339,1.792590499,1.789083362,1.784806013,1.793914795,1.793350339
18,1.802777625,1.787409806,1.787409806,1.4,1.792145967,1.785848737,1.780806303,1.789783478,1.788464546,1.792145967,1.785848737,1.780806303,1.789783478,1.788464546
19,1.847025995,1.78420434,1.785594106,1.4,1.787414789,1.783065319,1.779588223,1.786025763,1.784927607,1.789081573,1.782818317,1.779503584,1.788454771,1.788112283
20,1.847417311,1.779480195,1.784699082,1.4,1.783863664,1.778416395,1.773122191,1.780939817,1.781058908,1.789701462,1.780794501,1.778069377,1.786943436,1.787986636
21,1.836177421,1.776884746,1.789593673,1.4,1.782680511,1.776820898,1.769283056,1.777417898,1.778221369,1.794503689,1.778578281,1.776754856,1.795470953,1.802660584
22,1.825780748,1.772328806,1.801309609,1.4,1.775635242,1.772070169,1.765212536,1.77547431,1.773251772,1.810599208,1.785455704,1.788575768,1.809986472,1.811930895
23,1.825113644,1.769338393,1.796584129,1.4,1.775099039,1.770364642,1.759216309,1.772636175,1.769375801,1.800701618,1.783928633,1.790388107,1.798183203,1.809719086
24,1.825581504,1.76598115,1.801441431,1.4,1.772513509,1.767285585,1.756041527,1.767415762,1.766649365,1.807957172,1.78912282,1.79519105,1.803078175,1.811857939
25,1.814031128,1.761595583,1.795440293,1.4,1.766431689,1.761994839,1.75229609,1.764152527,1.76310277,1.801385403,1.783022642,1.792335272,1.798692346,1.8017658
26,1.814769194,1.758737421,1.799829912,1.4,1.764725924,1.760516644,1.747728825,1.762022257,1.758693457,1.802129507,1.782966256,1.792948604,1.813571095,1.807534099
27,1.813969389,1.755483651,1.792289686,1.4,1.76290226,1.75803709,1.743450165,1.757802129,1.755226612,1.797287226,1.778826952,1.787743688,1.798826575,1.79876399
28,1.802765665,1.750799394,1.789339113,1.4,1.756715298,1.751796961,1.739421844,1.753441215,1.752621651,1.791896224,1.774385929,1.785567045,1.793273211,1.801573157
29,1.80407704,1.748304367,1.78420434,1.4,1.754247189,1.750834465,1.735556722,1.75247395,1.74840951,1.791437387,1.767238855,1.78277874,1.788881302,1.790685415
30,1.851802552,1.744570684,1.782380724,1.4,1.75276041,1.746934056,1.730722427,1.748199463,1.744237065,1.791908503,1.767361999,1.780978084,1.784036398,1.787618637
31,1.830703846,1.739639735,1.778343058,1.4,1.746579409,1.740016341,1.726655006,1.743385792,1.741562128,1.787146091,1.761986136,1.778746963,1.776472807,1.787363291
32,1.819904109,1.737193084,1.786046672,1.4,1.74489069,1.737877607,1.723255277,1.741767883,1.738173962,1.79059732,1.769155741,1.776812315,1.792146683,1.801521301
33,1.809307964,1.732589889,1.798912835,1.4,1.741582036,1.733315349,1.717035294,1.737211585,1.73380518,1.809470773,1.786682844,1.791015506,1.804582238,1.802812815
34,1.804609905,1.728381467,1.790674972,1.4,1.736427784,1.728534937,1.713363767,1.733365297,1.730215549,1.796801805,1.783344984,1.787711382,1.783818483,1.801698208
