x,test_data,pred1,pred2,threshold,seed_0_fixed,seed_1_fixed,seed_2_fixed,seed_3_fixed,seed_4_fixed,seed_0_moving,seed_1_moving,seed_2_moving,seed_3_moving,seed_4_moving
0,1.891052295,1.891052295,1.891052295,1.4,1.891052295,1.891052295,1.891052295,1.891052295,1.891052295,1.891052295,1.891052295,1.891052295,1.891052295,1.891052295
1,1.880637028,1.880637028,1.880637028,1.4,1.880637028,1.880637028,1.880637028,1.880637028,1.880637028,1.880637028,1.880637028,1.880637028,1.880637028,1.880637028
2,1.880662672,1.880662672,1.880662672,1.4,1.880662672,1.880662672,1.880662672,1.880662672,1.880662672,1.880662672,1.880662672,1.880662672,1.880662672,1.880662672
3,1.880770901,1.880770901,1.880770901,1.4,1.880770901,1.880770901,1.880770901,1.880770901,1.880770901,1.880770901,1.880770901,1.880770901,1.880770901,1.880770901
4,1.879450873,1.879450873,1.879450873,1.4,1.879450873,1.879450873,1.879450873,1.879450873,1.879450873,1.879450873,1.879450873,1.879450873,1.879450873,1.879450873
5,1.880700352,1.880700352,1.880700352,1.4,1.880700352,1.880700352,1.880700352,1.880700352,1.880700352,1.880700352,1.880700352,1.880700352,1.880700352,1.880700352
6,1.879935252,1.879935252,1.879935252,1.4,1.879935252,1.879935252,1.879935252,1.879935252,1.879935252,1.879935252,1.879935252,1.879935252,1.879935252,1.879935252
7,1.881508812,1.881508812,1.881508812,1.4,1.881508812,1.881508812,1.881508812,1.881508812,1.881508812,1.881508812,1.881508812,1.881508812,1.881508812,1.881508812
8,1.869690787,1.869690787,1.869690787,1.4,1.869690787,1.869690787,1.869690787,1.869690787,1.869690787,1.869690787,1.869690787,1.869690787,1.869690787,1.869690787
9,1.87005238,1.87005238,1.87005238,1.4,1.87005238,1.87005238,1.87005238,1.87005238,1.87005238,1.87005238,1.87005238,1.87005238,1.87005238,1.87005238
10,1.870044239,1.870044239,1.870044239,1.4,1.870044239,1.870044239,1.870044239,1.870044239,1.870044239,1.870044239,1.870044239,1.870044239,1.870044239,1.870044239
11,1.859651899,1.859651899,1.859651899,1.4,1.859651899,1.859651899,1.859651899,1.859651899,1.859651899,1.859651899,1.859651899,1.859651899,1.859651899,1.859651899
12,1.859074656,1.859074656,1.859074656,1.4,1.859074656,1.859074656,1.859074656,1.859074656,1.859074656,1.859074656,1.859074656,1.859074656,1.859074656,1.859074656
13,1.859008458,1.859008458,1.859008458,1.4,1.859008458,1.859008458,1.859008458,1.859008458,1.859008458,1.859008458,1.859008458,1.859008458,1.859008458,1.859008458
14,1.859362259,1.859362259,1.859362259,1.4,1.859362259,1.859362259,1.859362259,1.859362259,1.859362259,1.859362259,1.859362259,1.859362259,1.859362259,1.859362259
15,1.858735545,1.858735545,1.858735545,1.4,1.858735545,1.858735545,1.858735545,1.858735545,1.858735545,1.858735545,1.858735545,1.858735545,1.858735545,1.858735545
16,1.847817291,1.847817291,1.847817291,1.4,1.847817291,1.847817291,1.847817291,1.847817291,1.847817291,1.847817291,1.847817291,1.847817291,1.847817291,1.847817291
17,1.848525292,1.833067131,1.833067131,1.4,1.823985457,1.829592586,1.842607617,1.831425548,1.837724447,1.823985457,1.829592586,1.842607617,1.831425548,1.837724447
18,1.848378952,1.831812119,1.831812119,1.4,1.824798822,1.827192545,1.840125799,1.830424428,1.836519003,1.824798822,1.827192545,1.840125799,1.830424428,1.836519003
19,1.880780544,1.829343486,1.829761147,1.4,1.821657181,1.823506355,1.834772944,1.828737259,1.83804369,1.822689772,1.825298786,1.835025787,1.82908535,1.836706042
20,1.88147216,1.825146747,1.828383136,1.4,1.816147089,1.820016384,1.829626322,1.826101899,1.833842039,1.82228446,1.823506117,1.833344221,1.829461932,1.833318949
21,1.881095431,1.824958253,1.828562331,1.4,1.815826416,1.81923449,1.83213973,1.825485706,1.832104921,1.823140502,1.826278448,1.838671684,1.828864217,1.825856805
22,1.871008965,1.81857717,1.834413767,1.4,1.80688715,1.812684774,1.827922106,1.816358209,1.829033613,1.829402685,1.825670481,1.856755495,1.832221627,1.828018546
23,1.870199515,1.815722275,1.830271387,1.4,1.80607295,1.811157584,1.820434213,1.810055971,1.830890656,1.82795763,1.823332548,1.851840258,1.82562089,1.82260561
24,1.870671536,1.81375823,1.837993574,1.4,1.79921484,1.809609532,1.821695328,1.805469632,1.832801819,1.833637238,1.827493787,1.85606873,1.839328051,1.833440065
25,1.859612464,1.809296274,1.830173588,1.4,1.799919128,1.8071208,1.816452742,1.800790071,1.822198629,1.830881238,1.820948243,1.847815752,1.83513701,1.816085696
26,1.86003391,1.806733585,1.834948301,1.4,1.800219536,1.804419756,1.81178844,1.801249981,1.81599021,1.832734942,1.821488738,1.857821465,1.847753644,1.814942718
27,1.859165311,1.803086162,1.825228619,1.4,1.792510033,1.799336672,1.809482574,1.802132607,1.811968923,1.819386601,1.812009215,1.848865747,1.840893507,1.804988027
28,1.848139818,1.800068974,1.826834369,1.4,1.791760921,1.793908477,1.805366516,1.797587395,1.811721563,1.816624165,1.813013911,1.845117927,1.83782959,1.821586251
29,1.849201702,1.798258281,1.823511624,1.4,1.789992571,1.791681886,1.803855896,1.792732239,1.813028812,1.813486576,1.813520908,1.83880949,1.824270248,1.827470899
30,1.883467744,1.796017003,1.822976685,1.4,1.79211998,1.789795876,1.802762151,1.787426949,1.807980061,1.813249946,1.816600204,1.839238286,1.819127321,1.826667666
31,1.862821112,1.791274047,1.819488049,1.4,1.789312005,1.783608675,1.799195051,1.780986547,1.803267956,1.811303854,1.817230225,1.832305908,1.816603661,1.819996595
32,1.85208504,1.787222385,1.8152812,1.4,1.780401587,1.778902531,1.794613123,1.780832052,1.801362634,1.80524838,1.815542936,1.823612928,1.819666624,1.812335134
33,1.846950465,1.783276582,1.823627567,1.4,1.769584179,1.772505641,1.793486476,1.780108929,1.800697684,1.81027627,1.818465948,1.842077494,1.827472448,1.819845676
34,1.836828431,1.779222536,1.819445896,1.4,1.769629002,1.768170118,1.787539244,1.776219606,1.79455471,1.809943199,1.81815052,1.830940008,1.825605869,1.812589884
35,1.837161962,1.775752449,1.833548164,1.4,1.766508341,1.766072989,1.783344626,1.773153305,1.789682984,1.835371256,1.826381445,1.836209536,1.83498466,1.834793925
36,1.831672258,1.771599293,1.827678871,1.4,1.760670424,1.762023449,1.783453465,1.766570568,1.785278559,1.823807478,1.819284797,1.835757852,1.82927227,1.830271959
37,1.821147095,1.768301344,1.825969696,1.4,1.758916855,1.759099245,1.778137684,1.76110816,1.784244776,1.820772409,1.817618966,1.835686445,1.832794547,1.822976112
38,1.816506092,1.765182209,1.818999767,1.4,1.74924624,1.755247474,1.774987459,1.758877993,1.78755188,1.811534643,1.812041759,1.826948404,1.824772358,1.819701672
39,1.81138156,1.762366271,1.818234324,1.4,1.747622967,1.752199531,1.77285409,1.756241798,1.78291297,1.806595325,1.808765888,1.825261593,1.81499815,1.835550666
40,1.811605633,1.759144664,1.809373403,1.4,1.743000031,1.74984026,1.768680573,1.754732251,1.779470205,1.801709414,1.806157827,1.808374882,1.79949677,1.83112812
41,1.806054896,1.756413412,1.809344888,1.4,1.742180109,1.747188449,1.764836311,1.752453327,1.775408864,1.800041437,1.810200214,1.808082581,1.802356958,1.826043248
42,1.813204183,1.753203535,1.804346132,1.4,1.741774917,1.74322319,1.762013078,1.747267485,1.771739006,1.797908068,1.804390192,1.806867361,1.798336744,1.814228296
43,1.806264194,1.748599696,1.797139454,1.4,1.733731031,1.739060044,1.757847548,1.74241519,1.769944668,1.791789412,1.795517445,1.793733239,1.796165943,1.80849123
44,1.795831025,1.745384359,1.798450422,1.4,1.733344555,1.735594988,1.753920317,1.73935771,1.764704227,1.786960602,1.799624085,1.792591929,1.80015111,1.812924385
45,1.78588526,1.7426193,1.800902676,1.4,1.731445074,1.73168242,1.752594829,1.736286402,1.761087775,1.794394135,1.797868609,1.801181078,1.799000978,1.812068582
46,1.78032686,1.740691233,1.800033808,1.4,1.732806206,1.728808999,1.747937679,1.735017538,1.758885741,1.806459665,1.795603752,1.800447702,1.787933588,1.809724331
47,1.81507569,1.738378858,1.79863317,1.4,1.729507923,1.724528432,1.745136499,1.733408093,1.759313345,1.79482007,1.793095112,1.797010183,1.794786334,1.813454151
48,1.815702515,1.734269023,1.787033963,1.4,1.722342134,1.720339298,1.743131399,1.729050398,1.756481886,1.784456134,1.781817794,1.783946753,1.786115527,1.798833609
49,1.800243218,1.73008523,1.783925605,1.4,1.717673898,1.716698647,1.737939596,1.725371838,1.752742171,1.780569553,1.781076908,1.782966375,1.784345865,1.790669322
50,1.790447621,1.726735639,1.784801769,1.4,1.716113567,1.713007331,1.735022187,1.721186161,1.748348951,1.779879332,1.778452635,1.797748208,1.782093048,1.785835624
51,1.780343032,1.723490715,1.780907917,1.4,1.713797212,1.710238934,1.732312441,1.717658997,1.743445992,1.77883172,1.774712086,1.795726776,1.772843122,1.78242588
52,1.77532877,1.720647049,1.78149941,1.4,1.70858264,1.706886172,1.728407145,1.716211557,1.743147731,1.782077909,1.774825573,1.784432173,1.776278973,1.789882421
53,1.770262973,1.717456174,1.774630165,1.4,1.705803633,1.703582406,1.72499311,1.713888884,1.739012837,1.774488211,1.768572927,1.775905132,1.776306629,1.777877927
54,1.760081062,1.713624072,1.771696353,1.4,1.697649717,1.700195909,1.722643495,1.711025,1.73660624,1.769517899,1.764269352,1.779057384,1.782458305,1.763178825
55,1.749647594,1.71066432,1.761770463,1.4,1.695269823,1.69724369,1.718631029,1.707678318,1.734498739,1.759432077,1.75410533,1.767243385,1.776319861,1.751751661
56,1.749650075,1.707308912,1.761669087,1.4,1.69208777,1.694219112,1.715076685,1.703419089,1.731741905,1.752778172,1.751960039,1.764030695,1.767664194,1.771912336
57,1.745028739,1.704776144,1.754481149,1.4,1.689681053,1.691012144,1.712701082,1.699816942,1.730669498,1.744340181,1.749189377,1.751591086,1.749298334,1.777986765
58,1.739645746,1.701501417,1.752098799,1.4,1.688172817,1.687674284,1.707956195,1.697626233,1.726077557,1.748989463,1.753128052,1.745774508,1.739600539,1.773001432
59,1.728564228,1.697275329,1.749220514,1.4,1.680102825,1.683887243,1.704974055,1.69536829,1.72204423,1.744532824,1.75123477,1.74754715,1.73841238,1.764375448
60,1.723900325,1.694604468,1.737029862,1.4,1.679786325,1.680715799,1.701982498,1.692996502,1.717541218,1.732015371,1.739141226,1.730848908,1.734018326,1.749125481
61,1.713978878,1.691741562,1.735554576,1.4,1.677813768,1.677277088,1.697715759,1.690349102,1.715552092,1.726393223,1.737909675,1.721944571,1.738798976,1.752726436
62,1.7139702,1.689177609,1.733859396,1.4,1.677454472,1.674009562,1.694890261,1.686323404,1.713210344,1.725833774,1.736364484,1.719123125,1.736994267,1.750981331
63,1.703652117,1.686055303,1.737607694,1.4,1.674370408,1.67062211,1.691797733,1.682947159,1.710539103,1.743653059,1.735702872,1.725541234,1.729668617,1.753472686
64,1.704013747,1.682347965,1.732617736,1.4,1.668050647,1.667052269,1.687884927,1.68019259,1.708559394,1.735678554,1.731685638,1.721693039,1.723900199,1.750131249
65,1.693571616,1.679247928,1.727508116,1.4,1.666083336,1.663869143,1.684403658,1.67756629,1.704317212,1.725606322,1.724261045,1.718367338,1.721402049,1.747903824
66,1.687657736,1.676869774,1.715652323,1.4,1.663362503,1.660658836,1.681570411,1.675722837,1.703034282,1.714342117,1.715231061,1.704416513,1.70822525,1.736046672
67,1.683074436,1.673696208,1.713793278,1.4,1.661553621,1.657675862,1.677407146,1.673056126,1.698788285,1.711571455,1.712097526,1.703325987,1.706819654,1.735151768
68,1.677927014,1.670097089,1.703607249,1.4,1.657113314,1.654479384,1.67417717,1.669723272,1.694992304,1.704212189,1.704512119,1.693466306,1.695239305,1.720606327
69,1.673206028,1.666905046,1.700945258,1.4,1.65340054,1.651355386,1.671353817,1.66645515,1.691960335,1.701810122,1.699832916,1.689988732,1.695396662,1.717697859
70,1.667436721,1.662814427,1.690601158,1.4,1.647342563,1.648187637,1.667172313,1.663201094,1.688168526,1.690082312,1.69093883,1.679743409,1.68663168,1.70560956
71,1.662266263,1.660300684,1.68746407,1.4,1.644407988,1.645123005,1.664292812,1.660498381,1.687181234,1.684699416,1.686754465,1.677285552,1.685969591,1.702611327
72,1.657424307,1.657557321,1.680514312,1.4,1.642253876,1.642126799,1.660998702,1.658372402,1.684034824,1.681755662,1.68052876,1.670159578,1.675581217,1.694546342
73,1.652538685,1.654482484,1.677416492,1.4,1.6387918,1.638890386,1.657147527,1.655960321,1.681622386,1.677642703,1.676646948,1.667458773,1.671952367,1.693381667
74,1.647217463,1.651370215,1.670578408,1.4,1.636312723,1.635767698,1.653985739,1.652991176,1.677793741,1.671480656,1.670635104,1.661190271,1.664472103,1.685113907
75,1.636413681,1.64738946,1.664060354,1.4,1.629289985,1.632463932,1.650665998,1.649945855,1.674581528,1.663650274,1.664372921,1.654702306,1.66098547,1.6765908
76,1.636255431,1.644571066,1.658891511,1.4,1.628568769,1.629345894,1.646897554,1.646571398,1.671471715,1.658788204,1.659157991,1.650134325,1.65577364,1.670603395
77,1.641119179,1.641505432,1.651875257,1.4,1.626610518,1.626235008,1.643598318,1.643673778,1.667409539,1.650635004,1.651746273,1.642425179,1.650336266,1.664233565
78,1.631570079,1.638967109,1.646975517,1.4,1.624639034,1.623080373,1.640568495,1.641386986,1.665160656,1.647640228,1.648209572,1.635846376,1.643829107,1.659352303
79,1.621213283,1.635693097,1.642775583,1.4,1.621970654,1.619974375,1.636627674,1.638858199,1.661034584,1.641644239,1.643930674,1.634226203,1.640727282,1.653349519
80,1.616427321,1.632522225,1.638163304,1.4,1.616305828,1.616798043,1.633524776,1.63637948,1.659603,1.639290214,1.638136744,1.633929849,1.633312225,1.64614749
81,1.61582351,1.62990427,1.632311344,1.4,1.615313053,1.613782048,1.630269051,1.633429289,1.65672791,1.63166225,1.633207083,1.625328064,1.629518032,1.641841292
82,1.61672418,1.626581073,1.627231479,1.4,1.61225152,1.610737562,1.626381636,1.630148768,1.653385878,1.628207564,1.628275037,1.616174102,1.625457287,1.638043404
83,1.610865586,1.623895645,1.622428584,1.4,1.610498667,1.607776642,1.62332356,1.627233505,1.650645852,1.622879744,1.623319507,1.613883376,1.621503592,1.630556703
84,1.600660337,1.620419979,1.617377543,1.4,1.606970906,1.604735851,1.619895697,1.624544501,1.64595294,1.618182421,1.618466377,1.612427831,1.618212461,1.619598627
85,1.595917449,1.617284298,1.613152122,1.4,1.602728367,1.601705313,1.616307497,1.622082472,1.643597841,1.613796353,1.61345017,1.609255075,1.613245606,1.616013408
86,1.596217952,1.613948655,1.60864563,1.4,1.598554254,1.598717213,1.613081217,1.619650245,1.639740348,1.607927322,1.608326435,1.602840662,1.606204867,1.617928863
