x,test_data,pred1,pred2,threshold
0,1.133806611,1.133806611,1.133806611,0.77
1,1.13341347,1.13341347,1.13341347,0.77
2,1.13282861,1.13282861,1.13282861,0.77
3,1.127033272,1.127033272,1.127033272,0.77
4,1.126711686,1.126711686,1.126711686,0.77
5,1.124261018,1.124261018,1.124261018,0.77
6,1.115011517,1.115011517,1.115011517,0.77
7,1.108966615,1.108966615,1.108966615,0.77
8,1.107588259,1.107588259,1.107588259,0.77
9,1.105772039,1.105772039,1.105772039,0.77
10,1.108276959,1.108276959,1.108276959,0.77
11,1.112932182,1.112932182,1.112932182,0.77
12,1.112988055,1.112988055,1.112988055,0.77
13,1.112797167,1.112797167,1.112797167,0.77
14,1.112458057,1.112458057,1.112458057,0.77
15,1.11219026,1.11219026,1.11219026,0.77
16,1.112012701,1.112012701,1.112012701,0.77
17,1.108000437,1.108000437,1.108000437,0.77
18,1.10753505,1.10753505,1.10753505,0.77
19,1.107138122,1.107138122,1.107138122,0.77
20,1.106752303,1.106752303,1.106752303,0.77
21,1.106477059,1.106477059,1.106477059,0.77
22,1.106304857,1.106304857,1.106304857,0.77
23,1.105836165,1.105836165,1.105836165,0.77
24,1.105457966,1.105457966,1.105457966,0.77
25,1.105138463,1.105138463,1.105138463,0.77
26,1.0957048,1.0957048,1.0957048,0.77
27,1.089109903,1.089109903,1.089109903,0.77
28,1.087908878,1.087908878,1.087908878,0.77
29,1.087140465,1.087140465,1.087140465,0.77
30,1.085984676,1.085984676,1.085984676,0.77
31,1.094025917,1.094025917,1.094025917,0.77
32,1.094967454,1.094967454,1.094967454,0.77
33,1.085807278,1.085807278,1.085807278,0.77
34,1.079443343,1.079443343,1.079443343,0.77
35,1.079184018,1.079184018,1.079184018,0.77
36,1.078459124,1.078459124,1.078459124,0.77
37,1.078670996,1.078670996,1.078670996,0.77
38,1.086621006,1.086621006,1.086621006,0.77
39,1.087077018,1.087077018,1.087077018,0.77
40,1.077793192,1.077793192,1.077793192,0.77
41,1.076780792,1.076780792,1.076780792,0.77
42,1.076472139,1.076472139,1.076472139,0.77
43,1.071824404,1.071824404,1.071824404,0.77
44,1.071122752,1.071122752,1.071122752,0.77
45,1.079492848,1.079492848,1.079492848,0.77
46,1.08030352,1.08030352,1.08030352,0.77
47,1.071531125,1.071531125,1.071531125,0.77
48,1.07076662,1.07076662,1.07076662,0.77
49,1.070172188,1.070172188,1.070172188,0.77
50,1.069615117,1.069615117,1.069615117,0.77
51,1.068701603,1.068701603,1.068701603,0.77
52,1.105029275,1.105029275,1.105029275,0.77
53,1.099092959,1.099092959,1.099092959,0.77
54,1.104986568,1.104986568,1.104986568,0.77
55,1.104765662,1.104765662,1.104765662,0.77
56,1.096297634,1.096297634,1.096297634,0.77
57,1.089843589,1.089843589,1.089843589,0.77
58,1.088656095,1.088656095,1.088656095,0.77
59,1.08076107,1.08076107,1.08076107,0.77
60,1.086089236,1.086089236,1.086089236,0.77
61,1.080809581,1.080809581,1.080809581,0.77
62,1.077879958,1.077879958,1.077879958,0.77
63,1.072507444,1.072507444,1.072507444,0.77
64,1.071644856,1.071644856,1.071644856,0.77
65,1.071068178,1.079722154,1.08132509,0.77
66,1.069427286,1.080354857,1.079722154,0.77
67,1.070108431,1.079970515,1.079992807,0.77
68,1.069803951,1.080489659,1.079101777,0.77
69,1.063096813,1.07977336,1.079406786,0.77
70,1.062674614,1.079697043,1.078207207,0.77
71,1.062291273,1.077324176,1.077741694,0.77
72,1.061867921,1.077359515,1.074871516,0.77
73,1.060991049,1.074938917,1.074521726,0.77
74,1.062152266,1.074658823,1.0715334,0.77
75,1.06178256,1.074416691,1.070991176,0.77
76,1.061375687,1.074329358,1.070607227,0.77
77,1.061096792,1.07386837,1.070186496,0.77
78,1.060859086,1.074207997,1.069437152,0.77
79,0.943433661,1.073652989,1.069507241,0.77
80,0.94305159,1.073424035,1.068395126,0.77
81,1.059970017,1.072428167,1.062045604,0.77
82,1.059632087,1.073377681,1.054531974,0.77
83,1.059385833,1.073379451,1.058744335,0.77
84,1.059151738,1.074047822,1.057731616,0.77
85,0.940594435,1.073221833,1.060905886,0.77
86,1.058428778,1.072944885,1.063001347,0.77
87,1.058566711,1.070547169,1.053886092,0.77
88,1.053501813,1.07051065,1.050133932,0.77
89,1.053104703,1.067731017,1.053058398,0.77
90,1.052504458,1.067283469,1.048105609,0.77
91,1.044866291,1.06677593,1.054238111,0.77
92,1.044119443,1.066753834,1.050935662,0.77
