x,test_data,pred1,pred2,threshold
0,1.126963922,1.126963922,1.126963922,0.77
1,1.126642367,1.126642367,1.126642367,0.77
2,1.126018553,1.126018553,1.126018553,0.77
3,1.12435459,1.12435459,1.12435459,0.77
4,1.123408707,1.123408707,1.123408707,0.77
5,1.115180093,1.115180093,1.115180093,0.77
6,1.100052688,1.100052688,1.100052688,0.77
7,1.098242348,1.098242348,1.098242348,0.77
8,1.096642213,1.096642213,1.096642213,0.77
9,1.089753102,1.089753102,1.089753102,0.77
10,1.097954468,1.097954468,1.097954468,0.77
11,1.099156712,1.099156712,1.099156712,0.77
12,1.103143629,1.103143629,1.103143629,0.77
13,1.102865805,1.102865805,1.102865805,0.77
14,1.098800664,1.098800664,1.098800664,0.77
15,1.098606011,1.098606011,1.098606011,0.77
16,1.098172781,1.098172781,1.098172781,0.77
17,1.097866683,1.097866683,1.097866683,0.77
18,1.097370898,1.097370898,1.097370898,0.77
19,1.096916287,1.096916287,1.096916287,0.77
20,1.096518392,1.096518392,1.096518392,0.77
21,1.096165027,1.096165027,1.096165027,0.77
22,1.095845958,1.095845958,1.095845958,0.77
23,1.095522139,1.095522139,1.095522139,0.77
24,1.095099555,1.095099555,1.095099555,0.77
25,1.094754722,1.094754722,1.094754722,0.77
26,1.078664857,1.078664857,1.078664857,0.77
27,1.071431907,1.071431907,1.071431907,0.77
28,1.069830267,1.069830267,1.069830267,0.77
29,1.068624704,1.068624704,1.068624704,0.77
30,1.067316466,1.067316466,1.067316466,0.77
31,1.077831763,1.077831763,1.077831763,0.77
32,1.078999523,1.078999523,1.078999523,0.77
33,1.067662083,1.067662083,1.067662083,0.77
34,1.060050872,1.060050872,1.060050872,0.77
35,1.059969399,1.059969399,1.059969399,0.77
36,1.059221593,1.059221593,1.059221593,0.77
37,1.05893401,1.05893401,1.05893401,0.77
38,1.068969776,1.068969776,1.068969776,0.77
39,1.070109622,1.070109622,1.070109622,0.77
40,1.05886505,1.05886505,1.05886505,0.77
41,1.052498293,1.052498293,1.052498293,0.77
42,1.052321745,1.052321745,1.052321745,0.77
43,1.052371017,1.052371017,1.052371017,0.77
44,1.050602364,1.050602364,1.050602364,0.77
45,1.060942484,1.060942484,1.060942484,0.77
46,1.066182578,1.066182578,1.066182578,0.77
47,1.052288944,1.052288944,1.052288944,0.77
48,1.050499053,1.050499053,1.050499053,0.77
49,1.049905804,1.049905804,1.049905804,0.77
50,1.049781951,1.049781951,1.049781951,0.77
51,1.049759912,1.049759912,1.049759912,0.77
52,1.090293911,1.090293911,1.090293911,0.77
53,1.090891153,1.090891153,1.090891153,0.77
54,1.096290425,1.096290425,1.096290425,0.77
55,1.096884769,1.096884769,1.096884769,0.77
56,1.087829353,1.087829353,1.087829353,0.77
57,1.080736244,1.080736244,1.080736244,0.77
58,1.080509911,1.080509911,1.080509911,0.77
59,1.078512264,1.078512264,1.078512264,0.77
60,1.078537709,1.078537709,1.078537709,0.77
61,1.078105307,1.078105307,1.078105307,0.77
62,1.070979639,1.070979639,1.070979639,0.77
63,1.063345392,1.063345392,1.063345392,0.77
64,1.062939994,1.062939994,1.062939994,0.77
65,1.060987286,1.067857033,1.068805498,0.77
66,1.052339335,1.068008095,1.067857033,0.77
67,1.060415194,1.068819791,1.067732,0.77
68,1.059328592,1.069030583,1.067791271,0.77
69,1.05142365,1.069690037,1.067384768,0.77
70,1.051311345,1.069788843,1.067487377,0.77
71,1.051066851,1.069333559,1.066720396,0.77
72,1.04469654,1.069068348,1.065468234,0.77
73,1.052103284,1.069269764,1.064401621,0.77
74,1.052129154,1.069415778,1.063414145,0.77
75,1.05152942,1.069766617,1.062517214,0.77
76,1.051060213,1.070065856,1.062269312,0.77
77,1.05059147,1.06985572,1.061790359,0.77
78,1.050669562,1.069397157,1.06069116,0.77
79,1.050220846,1.069075298,1.059736335,0.77
80,1.044933494,1.069561398,1.058702505,0.77
81,1.044681055,1.070000947,1.057968962,0.77
82,1.044241617,1.070256323,1.057401627,0.77
83,1.043684098,1.070342803,1.057030463,0.77
84,1.043221524,1.070368832,1.056077737,0.77
85,0.886604709,1.068866408,1.05509367,0.77
86,1.042930276,1.067481017,1.052600229,0.77
87,1.042103245,1.066448301,1.04401297,0.77
88,1.041626768,1.065564483,1.03934257,0.77
89,1.041282167,1.064277178,1.038363945,0.77
90,1.025924386,1.063625395,1.035597032,0.77
91,1.025211777,1.062651819,1.037134928,0.77
92,1.024598885,1.061231679,1.03618384,0.77
93,1.041033203,1.060040426,1.034353459,0.77
94,1.034910332,1.059370941,1.029063207,0.77
95,1.03549941,1.058901823,1.028375167,0.77
96,1.04453912,1.0586155,1.029041964,0.77
97,1.044914981,1.0580778,1.024423164,0.77
98,1.040902742,1.057289118,1.029916012,0.77
99,1.03492901,1.056248993,1.029603529,0.77
100,1.034353803,1.055249321,1.02800256,0.77
101,1.033638253,1.054901761,1.023865205,0.77
102,1.032489963,1.055011976,1.026691586,0.77
103,1.041550402,1.055059969,1.029784292,0.77
104,1.041932799,1.055384648,1.029450893,0.77
105,1.032944949,1.055610716,1.031344873,0.77
106,1.026629076,1.055181134,1.031365001,0.77
107,1.025173771,1.054744273,1.031943482,0.77
108,1.025267451,1.054611242,1.033161288,0.77
109,1.023365155,1.054419726,1.032070875,0.77
110,1.033741787,1.053938872,1.031588447,0.77
111,1.034170796,1.054208016,1.029836416,0.77
112,1.024893852,1.053509551,1.030274916,0.77
113,1.023218347,1.053014469,1.03126272,0.77
114,1.023026584,1.052594656,1.031150341,0.77
115,1.017458617,1.052285844,1.031207776,0.77
116,1.008174387,1.052124882,1.029387951,0.77
117,0.876751188,1.051756668,1.028510493,0.77
118,1.025039996,1.051274306,1.027988267,0.77
119,1.026607521,1.050706971,1.025007284,0.77
120,1.032693506,1.050090986,1.021330917,0.77
121,1.033281336,1.049503261,1.01984331,0.77
122,1.033979153,1.049034601,1.018588394,0.77
123,1.034412695,1.04859938,1.022478896,0.77
124,1.034889637,1.048305911,1.022554165,0.77
125,1.03504813,1.047883999,1.023899102,0.77
126,1.03531626,1.047529948,1.022497255,0.77
127,1.035659437,1.047215039,1.02241838,0.77
128,1.035751982,1.047028244,1.023400545,0.77
129,1.035784961,1.046850759,1.020694739,0.77
130,1.035767048,1.046612298,1.024321407,0.77
131,1.035774596,1.046449828,1.024823964,0.77
132,1.035796957,1.046335089,1.024191391,0.77
133,1.035797264,1.04619996,1.022105241,0.77
134,1.017471011,1.046056503,1.025059736,0.77
135,1.017472123,1.045877182,1.025778461,0.77
136,1.016845406,1.045664752,1.023538166,0.77
137,1.006940559,1.045422488,1.022108912,0.77
138,1.022850873,1.045163441,1.02066294,0.77
139,1.026617383,1.044891411,1.020608062,0.77
140,1.031374137,1.044636822,1.022124386,0.77
141,1.014522109,1.044351286,1.021810919,0.77
142,1.016121177,1.044025099,1.020282269,0.77
143,1.007911759,1.043721402,1.019764829,0.77
144,1.013843785,1.043379939,1.019160253,0.77
145,1.021674152,1.043047851,1.015640062,0.77
146,1.021992269,1.04272055,1.018312037,0.77
147,1.005704538,1.042381841,1.018099213,0.77
148,1.005010763,1.042013037,1.017240506,0.77
149,1.006006677,1.041645348,1.016409862,0.77
150,1.004297217,1.041232026,1.016662288,0.77
151,0.998525539,1.04084729,1.020809937,0.77
152,1.013823465,1.040468061,1.018809283,0.77
153,1.014601638,1.040136433,1.016653436,0.77
154,1.004429867,1.039816606,1.01633597,0.77
155,0.998170933,1.039556444,1.017466378,0.77
156,1.00405514,1.039241731,1.015531617,0.77
157,0.998612139,1.038920003,1.014369476,0.77
