x,test_data,pred1,pred2,threshold
0,1.12425147,1.12425147,1.12425147,0.77
1,1.123968047,1.123968047,1.123968047,0.77
2,1.123610514,1.123610514,1.123610514,0.77
3,1.117114771,1.117114771,1.117114771,0.77
4,1.116239457,1.116239457,1.116239457,0.77
5,1.108957942,1.108957942,1.108957942,0.77
6,1.098149118,1.098149118,1.098149118,0.77
7,1.095877687,1.095877687,1.095877687,0.77
8,1.089672638,1.089672638,1.089672638,0.77
9,1.087484639,1.087484639,1.087484639,0.77
10,1.094575473,1.094575473,1.094575473,0.77
11,1.095734436,1.095734436,1.095734436,0.77
12,1.095762109,1.095762109,1.095762109,0.77
13,1.095513719,1.095513719,1.095513719,0.77
14,1.095264913,1.095264913,1.095264913,0.77
15,1.09470673,1.09470673,1.09470673,0.77
16,1.094325705,1.094325705,1.094325705,0.77
17,1.093701175,1.093701175,1.093701175,0.77
18,1.093135249,1.093135249,1.093135249,0.77
19,1.092635685,1.092635685,1.092635685,0.77
20,1.088815372,1.088815372,1.088815372,0.77
21,1.088509223,1.088509223,1.088509223,0.77
22,1.088208588,1.088208588,1.088208588,0.77
23,1.087727939,1.087727939,1.087727939,0.77
24,1.087289432,1.087289432,1.087289432,0.77
25,1.079865272,1.079865272,1.079865272,0.77
26,1.069449851,1.069449851,1.069449851,0.77
27,1.067894979,1.067894979,1.067894979,0.77
28,1.061954441,1.061954441,1.061954441,0.77
29,1.060438387,1.060438387,1.060438387,0.77
30,1.069282598,1.069282598,1.069282598,0.77
31,1.074870171,1.074870171,1.074870171,0.77
32,1.06948937,1.06948937,1.06948937,0.77
33,1.059428566,1.059428566,1.059428566,0.77
34,1.057528247,1.057528247,1.057528247,0.77
35,1.052708674,1.052708674,1.052708674,0.77
36,1.051415298,1.051415298,1.051415298,0.77
37,1.060664683,1.060664683,1.060664683,0.77
38,1.066298257,1.066298257,1.066298257,0.77
39,1.066797802,1.066797802,1.066797802,0.77
40,1.050711717,1.050711717,1.050711717,0.77
41,1.050165124,1.050165124,1.050165124,0.77
42,1.049639202,1.049639202,1.049639202,0.77
43,1.048510903,1.048510903,1.048510903,0.77
44,1.050782482,1.050782482,1.050782482,0.77
45,1.058252324,1.058252324,1.058252324,0.77
46,1.059199499,1.059199499,1.059199499,0.77
47,1.04807458,1.04807458,1.04807458,0.77
48,1.043127004,1.043127004,1.043127004,0.77
49,1.042384174,1.042384174,1.042384174,0.77
50,1.041576793,1.041576793,1.041576793,0.77
51,1.087456803,1.087456803,1.087456803,0.77
52,1.085281397,1.085281397,1.085281397,0.77
53,1.087495396,1.087495396,1.087495396,0.77
54,1.087183727,1.087183727,1.087183727,0.77
55,1.077637429,1.077637429,1.077637429,0.77
56,1.07087245,1.07087245,1.07087245,0.77
57,1.069915834,1.069915834,1.069915834,0.77
58,1.05999739,1.05999739,1.05999739,0.77
59,1.061958141,1.061958141,1.061958141,0.77
60,1.060535075,1.060535075,1.060535075,0.77
61,1.051836004,1.051836004,1.051836004,0.77
62,1.051053496,1.051053496,1.051053496,0.77
63,1.050166535,1.050166535,1.050166535,0.77
